lora_mac-INFO-  2021-08-05 14:50:41,976-Init MAC
lora_phy-INFO-  2021-08-05 14:50:41,977-Init PHY
lora_phy-INFO-  2021-08-05 14:50:41,979-PHY TX:mac pause
lora_phy-INFO-  2021-08-05 14:50:41,993-PHY TX:radio set freq 868100000
lora_phy-INFO-  2021-08-05 14:50:42,008-PHY TX:radio set wdt 0
lora_phy-INFO-  2021-08-05 14:50:42,015-PHY TX:radio rx 0
main-DEBUG-  2021-08-05 14:50:45,228-[0: INFO: Main      ] Starting Contiki-NG-develop/v4.7-23-g8118b245d-dirty
main-DEBUG-  2021-08-05 14:50:45,230-[0: INFO: Main      ] - Routing: RPL Lite
main-DEBUG-  2021-08-05 14:50:45,233-[0: INFO: Main      ] - Net: sicslowpan
main-DEBUG-  2021-08-05 14:50:45,234-[0: INFO: Main      ] - MAC: CSMA
main-DEBUG-  2021-08-05 14:50:45,236-[0: INFO: Main      ] - 802.15.4 PANID: 0xabcd
main-DEBUG-  2021-08-05 14:50:45,249-[0: INFO: Main      ] - 802.15.4 Default channel: 26
main-DEBUG-  2021-08-05 14:50:45,250-[0: INFO: Main      ] Node ID: 24859
main-DEBUG-  2021-08-05 14:50:45,251-[0: INFO: Main      ] Link-layer address: 0012.4b00.060d.611b
main-DEBUG-  2021-08-05 14:50:45,251-[0: INFO: Interface ] Welcome to LoRaMAC interface !
main-DEBUG-  2021-08-05 14:50:45,252-[0: INFO: LoRa MAC  ] Init LoRa MAC
main-DEBUG-  2021-08-05 14:50:45,271-[0: INFO: Interface ] Init LoRaMAC Interface
main-DEBUG-  2021-08-05 14:50:45,272-[0: INFO: Interface ] Welcome !
main-DEBUG-  2021-08-05 14:50:45,275-[0: INFO: RPL       ] initializing
main-DEBUG-  2021-08-05 14:50:45,277-[0: INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-05 14:50:45,279-[0: INFO: Zoul      ] Zolertia RE-Mote revision B platform
main-DEBUG-  2021-08-05 14:50:45,613-[1: INFO: App       ] Welcome server
main-DEBUG-  2021-08-05 14:50:45,614-[1: INFO: App       ] start RPL ROOT...
main-DEBUG-  2021-08-05 14:50:45,616-[1: INFO: RPL       ] IPv6 addresses:
main-DEBUG-  2021-08-05 14:50:45,618-[1: INFO: RPL       ] -- fd00::212:4b00:60d:611b
main-DEBUG-  2021-08-05 14:50:45,619-[1: INFO: RPL       ] -- fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-05 14:50:45,631-[1: INFO: RPL       ] reset DIO timer (Init root)
main-DEBUG-  2021-08-05 14:50:45,632-[1: INFO: RPL       ] created DAG with instance ID 0, DAG ID fd00::212:4b00:60d:611b, rank 128
main-DEBUG-  2021-08-05 14:50:45,633-[1: INFO: RPL       ] created a new RPL DAG
main-DEBUG-  2021-08-05 14:50:45,634-[1: INFO: App       ] RPL ROOT started!
main-DEBUG-  2021-08-05 14:50:49,054-[4: INFO: RPL       ] sending a multicast-DIO with rank 128 to ff02::1a
main-DEBUG-  2021-08-05 14:50:54,852-[10: INFO: Interface ] Button pushed
main-DEBUG-  2021-08-05 14:50:54,854-[10: INFO: LoRa MAC  ] Start LoRaMAC RPL root
main-DEBUG-  2021-08-05 14:50:54,856-[10: DBG : LoRa MAC  ] initial state: 0
main-DEBUG-  2021-08-05 14:50:54,857-[10: INFO: LoRa PHY  ] Init LoRa PHY
