lora_mac-INFO-  2021-08-06 14:07:30,164-Init MAC
lora_phy-INFO-  2021-08-06 14:07:30,165-Init PHY
lora_phy-INFO-  2021-08-06 14:07:30,170-PHY TX:mac pause
lora_phy-INFO-  2021-08-06 14:07:30,183-PHY TX:radio set freq 868100000
lora_phy-INFO-  2021-08-06 14:07:30,198-PHY TX:radio set wdt 0
lora_phy-INFO-  2021-08-06 14:07:30,204-PHY TX:radio rx 0
main-DEBUG-  2021-08-06 14:07:32,853-[0: INFO: Main      ] Starting Contiki-NG-develop/v4.7-24-gf18a6e752-dirty
main-DEBUG-  2021-08-06 14:07:32,854-[0: INFO: Main      ] - Routing: RPL Lite
main-DEBUG-  2021-08-06 14:07:32,856-[0: INFO: Main      ] - Net: sicslowpan
main-DEBUG-  2021-08-06 14:07:32,857-[0: INFO: Main      ] - MAC: CSMA
main-DEBUG-  2021-08-06 14:07:32,858-[0: INFO: Main      ] - 802.15.4 PANID: 0xabcd
main-DEBUG-  2021-08-06 14:07:32,874-[0: INFO: Main      ] - 802.15.4 Default channel: 26
main-DEBUG-  2021-08-06 14:07:32,876-[0: INFO: Main      ] Node ID: 24859
main-DEBUG-  2021-08-06 14:07:32,878-[0: INFO: Main      ] Link-layer address: 0012.4b00.060d.611b
main-DEBUG-  2021-08-06 14:07:32,879-[0: INFO: Interface ] Welcome to LoRaMAC interface !
main-DEBUG-  2021-08-06 14:07:32,893-[0: INFO: Interface ] Init LoRaMAC Interface
main-DEBUG-  2021-08-06 14:07:32,894-[0: INFO: Interface ] Welcome !
main-DEBUG-  2021-08-06 14:07:32,895-[0: INFO: RPL       ] initializing
main-DEBUG-  2021-08-06 14:07:32,896-[0: INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:60d:611b
main-DEBUG-  2021-08-06 14:07:32,897-[0: INFO: Zoul      ] Zolertia RE-Mote revision B platform
main-DEBUG-  2021-08-06 14:07:33,216-[1: INFO: App       ] Welcome server
